human_score,model_score,sentence1,sentence2
4.5,0.9685173,IAC'nin hisseleri dün 2.81 dolar veya yüzde 7.6 düşüşle 34.19 dolardan kapandı.,InterActiveCorp'un hisseleri Nasdaq Borsası'nda 2.81 dolar veya yüzde 7.6 düşüşle 34.19 dolardan kapandı.
3.4,0.95375603,"Senato katından konuşan Byrd, ""bir konuşma amacıyla bir savaşçının gardırbını üstlenen masa başı bir başkanın gerekçelerini"" sorguladığını söyledi.","""Ama bir konuşmanın amaçları için bir savaşçının gardırbını üstlenen masa başı bir başkanın gerekçelerini sorguluyorum."""
3.0,0.7958378,"Savunma Bakanlığı, İngiliz askerleri tarafından tecavüze uğradıklarını iddia eden yüzlerce Kenyalı kadının 20 milyon tazminat talebiyle karşı karşıya.",İngiliz askerlerinin saldırısına ve tecavüzine uğradıklarını iddia eden yüzlerce Kenyalı kadına Çarşamba günü Savunma Bakanlığı'na karşı davalarını sürdürmeleri için hükümetten adli yardım verildi.
1.0,0.9133116,USA Interactive'in hisseleri Nasdaq Borsası bileşik işlemlerinde Cuma günü 2.28 dolar veya yüzde 7 artarak 34.96 dolara yükseldi ve bu yıl yüzde 53 değer kazandı.,LendingTree hisseleri dün Nasdaq borsasında 6.03 dolar veya yüzde 41 yükselerek 20.72 dolardan kapandı.
2.75,0.7586297,Benzer tasarılar Iki kez Meclis'ten geçti ama Senato'da öldü.,"İki yıl önce, Meclis Senato'da batan benzer bir versiyonu kabul etti."
3.25,0.91814625,Dizinin kapanması hisse başına üçüncü çeyrek kazancını bir kuruş etkiledi.,"Şirket, bunun kazancı hisse başına bir kuruş etkilediğini söyledi."
1.0,0.4664342,"Kansas sağlık yetkilileri, kadının 15 Haziran'da hastaneye kaldırıldığını söyledi.",Missouri sağlık yetkilileri hastaneye yatırılmadığını ve iyileştiğini söyledi.
3.6,0.95064855,"Mavi çipler, kar uyarılarının son üç aydır ralliye yol açan iyimserliğin bir kısmını boşaltması nedeniyle Çarşamba günü öğlene kadar düştü.","ABD hisse senetleri Çarşamba günü sabahın erken saatlerinde, kar uyarısı dalgasının son üç aydır ralliye yol açan iyimserliğin bir kısmını boşaltması ile düştü."
3.2,0.9000129,"Teknolojiye bağlı Nasdaq Bileşik Endeksi <.IXIC> 5,91 puan veya yüzde 0,29 değer kazanarak 2.053,27'ye yükseldi.","Teknoloji odaklı Nasdaq Bileşik Endeksi <.IXIC> 6 puan veya yüzde 0,30'luk bir artışla 2.053'e yükselerek önceki kayıpları sildi."
3.0,0.88073856,"Yetkili, şüpheliler arasında ürdün pasaportuna sahip iki Kuveytli ve altı Filistinlinin de olduğunu söyledi.","Yetkili, bunların arasında ürdün pasaportuna sahip iki Kuveytli ve altı Filistinlinin yer aldığını, geri kalanının da Iraklı ve Suudilerden olduğunu söyledi."
3.2,0.87376535,Doğum günü olan 21 Nisan resmi tatil ilan edildi ve bir resepsiyona ve baloya katıldı.,"Büyükannesi, o zaman Prenses Elizabeth, 1947'de 21 yaşına geldiğinde, gün resmi tatil ilan edildi ve bir resepsiyona ve baloya katıldı."
4.6,0.9657254,Adaleti engellemek için komplo kurmak ve büyük jüriye yalan söylemekle suçlanan Sorkin ayrı ayrı yargılanacaktı.,Sorkin komplo kurmak ve büyük jüriye yalan söylemek suçlamasıyla ayrı ayrı yargılanacaktı.
2.8,0.8839751,"Saat 15.m'den kısa bir süre önce Gölbaşı'ndaki postaneye giren adam, saat 18.30 sıralarında milletvekillerine .m.",Adam saat 15.m'den kısa bir süre önce Maine Bulvarı'ndaki Woodside Bulvarı'ndaki postaneye girmişti.
4.2,0.82475543,"Adalet Bakanlığından yapılan açıklamada, ""10'dan az"" FBI ofisinin cami ziyaretleriyle ilgili soruşturmalar yürüttüğü belirtildi.","Buna ek olarak, Adalet Bakanlığı FBI'ın camilere ziyaretlerle ilgili ''10'dan az' soruşturma yürüttüğünü açıkladı."
3.2,0.6861351,"Mahkeme dışında, 25 yıla kadar hapis cezasına çarptırılan Sriyanto, yanlış bir şey yaptığını reddetti.","Mahkeme dışında, Sriyanto Çağ'a yanlış bir şey yaptığını reddetti."
4.0,0.7526874,"Michigan Üniversitesi Başkanı Mary Sue Coleman, üniversitenin web sitesinde yaptığı açıklamada, ""Temel değerlerimiz değişmedi.","Üniversitenin başkanı Mary Sue Coleman, Ann Arbor'da yaptığı açıklamada, ""Temel değerlerimiz değişmedi"" dedi."
2.2,0.86023915,Comcast Class A hisseleri Nasdaq Borsası'nda sabah işlemlerinde 30.50 dolardan 8 sent yükseldi.,Hisse senedi dün Nasdaq Borsası işlemlerinde 48 sent yükselerek 30 dolara yükseldi.
2.8,0.8080302,Thomas'a Rehnquist ve bazı bölümlerde O'Connor ve Scalia katıldı.,Ona BaşYargıç William H. Rehnquist ve Yargıçlar Sandra Day O'Connor ve Antonin Scalia eşlik etti.
5.0,0.70456487,"Çizgiyi aştığınızda, anayasal hakkı ihlal ettiniz,"" diyor UC Berkeley hukuk profesörü Charles Weisselberg.","Çizgiyi aştığınızda, anayasal hakkı ihlal ettiniz,"" diyor Berkeley Kaliforniya Üniversitesi'nde hukuk dersi veren Charles Weisselberg."
2.0,0.6969662,"Kaynaklar, ilk raporların adamların havaalanında birlikte görülmediği yönünde olduğunu belirtti.","Kolluk kuvvetleri kaynaklarından alınan ifadesine göre, adamların Pakistan pasaportları vardı ve akşam erken saatlerde havaalanında birlikte görüldükleri bildirildi."
3.25,0.7538096,Toronto'da dün 64 muhtemel SARS vakası ve dokuz şüpheli vaka vardı.,Çarşamba günü itibariyle Toronto bölgesinde 65 olası SARS vakası görüldü.
3.75,0.9204446,Nasdaq bileşik endeksi 13.70 veya yüzde 0.8 artarak 1700.34'e yükseldi.,"Teknolojiye bağlı Nasdaq Bileşik Endeksi . IXIC 13.73 puan veya yüzde 0.81 değer kazanarak 1,700.34 seviyesinden günü tamamladı."
3.5,0.68946904,"Avustralya'nın en büyük ikinci nakliye şirketi olan Toll, geçen hafta NZ75'e Tranz Rail için bir pay teklif etti.",Toll geçen hafta şirketi NZ75c'ye hisse veya 158 milyon $NZ satın almayı teklif etti.
2.75,0.9343699,"Dünya çapında 700.000 müşteri için dış kaynaklı e-posta sunucularını çalıştıran MessageLabs, Perşembe sabahı itibarıyla 115 ülkede 27.000 virüslü e-postayı filtrelediğini açıkladı.","Dünya çapında 700.000 müşteri için dış kaynaklı e-posta sunucularını çalıştıran Messagelabs, solucanı ""yüksek riskli"" olarak etiketledi ve 120 ülkede 31.000'den fazla enfeksiyon bildirdi."
4.0,0.39108267,Carlson Salı günü davadan çekilmeyeceğini söyledi.,Servis yetkilileri Carlson'ın davadan çekilmeyi reddettiğini söyledi.
2.0,0.8978653,Oracle hisseleri de 13.60 dolardan 12 sent yükselerek yükseldi.,Redwood Shores merkezli Oracle'ın hisseleri 14 sent yükselerek 13.62 dolara ulaştı.
3.0,0.7724991,"Tüm bölgeler rapor verirken, Lexington'dan üç dönem kongre üyesi olan Fletcher oyların yüzde 57'sinden fazla oy aldı.","Tüm bölgeler rapor verirken Fletcher 88.747 oya sahipti, yani toplamın yüzde 57'sine sahipti."
3.0,0.68506676,"Hong Kong'da, yedi devlet hastanesi çalışanının grip benzeri semptomlar geliştirmesi üzerine Çarşamba günü 24 hasta karantinaya alındı.","Bu, bir devlet hastanesinin yedi sağlık çalışanının grip benzeri semptomlarla hastalandıktan sonra."
4.6,0.89948076,"İyi tarafından bakarsak, Coca-Cola Co. (nyse: KO - haber - insanlar) Perşembe günü erken saatlerde Avrupa talebinin de yardımıyla çeyrek için daha yüksek kar bildirdi.","Coca-Cola Co. (KO), Perşembe günü erken saatlerde Avrupa talebinin de yardımıyla üç aylık dönem için daha yüksek kar bildirdi."
3.2,0.83554643,"İşsizlik oranı yüzde onda bir artışla Temmuz 1994'ten bu yana en yüksek seviye olan %6,1'e yükseldi.","İşsizlik oranının yüzde 6,1'e yükselerek yüzde 6,1'e yükselmiş olması öngörülüyor."
4.4,0.7528473,"Anlaşmasının bir parçası olarak, Bay Delainey devam eden soruşturmada işbirliği yapmayı kabul etti.",Dave Delainey savunma karşılığında federal savcılarla işbirliği yapmayı kabul etti.
4.0,0.86211103,"Ancak satışa yakın diğer kaynaklar, Vivendi'nin daha fazla teklife kapıyı açık tuttuğunu ve bireysel varlıklarla ilgilenen teklif sahiplerinin bir takım olmasını umduğunu söyledi.","Ancak satışa yakın diğer kaynaklar, Vivendi'nin ertesi gün veya iki gün içinde daha fazla teklif için kapıyı açık tuttuğunu söyledi."
3.75,0.85960525,Micron üç yıldır ilk üç aylık kârını açıkladı.,"Micron'un rakamları, DRAM üreticisi için üç yıldaki ilk üç aylık kârı da işaret etti."
2.8,0.71245706,"Para cezaları, Cumhuriyetçilerin Demokratları geri dönmeye zorlama veya ikna etme çabalarının bir parçası.","Perry, para cezaları da dahil olmak üzere Senato'nun Demokratları geri dönmeye zorlama çabalarını desteklediğini söyledi."
2.4,0.8077277,Teknoloji yüklü Nasdaq bileşik endeksi 20.96 puan artışla 1595.91'e yükseldi ve 12 ayın en yüksek seviyesinden sona erdi.,"Teknolojiye bağlı Nasdaq Bileşik Endeksi <.IXIC> 19.11 puan veya yüzde 1.2 yükselerek 1,615.02'ye ulaştı."
4.6,0.81593347,ABD savcıları 130'dan fazla kişiyi tutukladılar ve İnternet dolandırıcılığı ve suistimaline yönelik devam eden bir baskında 17 milyon dolardan fazla para ele geçirdiler.,Üç ABD devlet kurumu tarafından Cuma günü duyurulan bir internet dolandırıcılığı taramasında 130'dan fazla kişi tutuklandı ve 17 milyon dolar değerinde mülke el konuldu.
3.8,0.9086286,"Chavez, müfettişlerin ""bu konuda yangınlardan en az birini çözdüklerinden"" emin olduklarını söyledi.","Albuquerque Belediye Başkanı Martin Chavez, müfettişlerin tutuklamalarla ""yangınlardan en az birini çözdüklerinden"" emin olduklarını söyledi."
4.4,0.839299,Nisan ayında Key West'e inen Küba uçağına el vermek için sahte el bombası kullanmakla suçlanan adam Cuma günü 20 yıl hapis cezasına çarptırıldı.,"Kübalı bir mimar, Nisan ayında Küba'dan Florida'ya giden bir yolcu uçağını kaçırmak için iki sahte el bombası kullanmaktan Cuma günü 20 yıl hapis cezasına çarptırıldı."
4.2,0.87164825,"US-VISIT projesinin direktörü Jim Williams, Kasım ayı ortasında Atlanta'ya gelen birçok yolcunun parmak izinin alınacağını ve fotoğraflarınınileceğini söyledi.","ABD-VISIT projesinin direktörü Jim Williams, Kasım ayı ortasında müfettişlerin Atlanta'ya gelen birçok yabancı yolcunun parmak izini ve fotoğrafının olacağını söyledi."
5.0,0.95415103,"Duruşma, Pentagon'un ilk kez dallager adında bir subayı skandala değinmediği için seçmesinden bir gün sonra gerçekleşti.","Duruşma, Pentagon'un skandala çözüm bulamadığı için ilk kez bir subayı - Dallager - seçmesinin ertesi günü gerçekleşti."
5.0,0.94475394,"Nairobi'deki All Saints Katedrali'nin provokatörü Çok Rahip Peter Karanja, Piskoposluk Kilisesi'nin ""Anglikan Komünyonu'ndan uzaklaştığını"" söyledi.","Nairobi'de, All Saints Katedrali'nin provokatörü, Çok Rahip Peter Karanja, ABD Piskoposluk Kilisesi'nin kendisini Anglikan Komünyonu'ndan soğuttuğunu söyledi."
5.0,0.80060905,"Nüfus düşüşü olan ilçeler Vermillion, Posey ve Madison olacak.","Vermillion, Posey ve Madison County nüfusları azalacak."
3.4,0.95974106,"Şubat ayında suçlanan Swartz, New Hampshire'ın kendisini suçlamak için yanlış yer olduğunu savunmuştu.","Swartz, New Hampshire'ın kendisini suçlamak için yanlış yer olduğunu söyleyerek suçlamaların düşürülmesini istemişti."
3.2,0.8263816,Daha fazla değerlendirme için hafta sonu Raffles Hastanesi'ndeydiler.,Hafta sonu daha fazla testten geçtiler ve şimdi Raffles Hastanesi'nde tedavi altındalar.
5.0,0.94468087,Casa de España'da bomba patladığında müşteriler akşam yemeği yiyip tombala oynuyorlardı.,Casa de Espaa'da müşteriler akşam yemeği yiyor ve bomba patladığında tombala oynuyorlardı.
4.4,0.7674892,"Plofsky, komisyonun üç yıllık zamanaşımı süresi dolduğu için soruşturma yapmayacağını söyledi.","Plofsky, zamanaşımı süresi dolduğu için komisyonun resmi bir soruşturmaya başlmayacağını söyledi."
3.6,0.6153128,Casusluk suçlamalarından suçlu bulunursa idam cezasına çarptırılabilir.,Casusluk ve düşmana yardım suçlamaları ölüm cezasını taşıyabilir.
3.2,0.8746007,"Yerleşik çıkarlar, ağın tıkanma noktalarını kontrol etmek için kendilerini konumlandırıyorlar ve FCC'ye onlara yardım etmek ve onları korumak için lobi yapıyorlar.","Ölüyor olabilir, çünkü yerleşik çıkarlar kendilerini İnternet'in tıkanma noktalarını kontrol etmek için konumlandırıyorlar ve FCC'ye onlara yardım ve yataklık etmek için lobi yapıyorlar."""
3.8,0.6472774,"Ancak kilise üyeleri ve gözlemciler, kararın pek çok Piskopos için sorunlu olabileceğini beklediklerini söylüyorlar.","Ancak kilise üyeleri ve gözlemciler, buradaki kararın İncil'in eşcinselliği yasakladığına inanan bazı Piskoposlar için doktrinsel sorunlar yaratabileceğini tahmin ettiklerini söylüyorlar."
4.2,0.6871512,"Squyres, her bir gezgin tarafından el arabasına bindirilen bilim aletleri koleksiyonu olan Athena yükünün baş araştırmacısıdır.","Cornell Üniversitesi'nden bilim adamı Steve Squyres, misyonların bilim aletlerinin baş araştırmacısıdır."
3.0,0.9243717,"Ordu, altı askerin yaralanması nedeniyle bugüne kadar 12 isyancıyı öldürdüğünü ve dokuz kişiyi esir aldığını açıkladı.","Ordu, bugüne kadar 16 isyancıyı öldürdüğünü ve kampanyada dokuz kişiyi yakaladığını, bir askerin öldüğünü ve altı askerin yaralandığını açıkladı."
3.0,0.9254084,Hızlı Komut Dosyaları ESRX. O hisseleri yüzde 3.6 düşerek Nasdaq'ta 66.89 dolardan kapandı.,Express Scripts ESRX'in paylaşımları. O sabah geç saatlerde Nasdaq'ta yaklaşık yüzde 4 düşerek 66.73 dolara geriledi.
3.0,0.71410954,"Polis, Shevaun Pennington'ın Cumartesi günü 31 yaşındaki Toby Studabaker ile kaçmasının ardından uluslararası bir av başlattı.","Shevaun Pennington, 31 yaşındaki Toby Studabaker ile buluşmayı ayarlayarak Cumartesi sabahı ortadan kayboldu."
4.8,0.93431836,"Avukatlar ve federal soruşturmaya aşina olan diğerleri campbell'a odaklanmaya devam ettiğini söylese de, savcılar soruşturmayı tartışmayı reddettiler.","Federal savcılar soruşturmayı tartışmayı reddederken, avukatlar ve buna aşina olan diğerleri campbell'a odaklanmaya devam ettiğini söylüyorlar."
2.5,0.9352397,"Dow Jones endüstriyel ortalaması. DJI 58.69 puan veya yüzde 0.64 düşüşle 9,137.86 seviyesinden kapandı.","Mavi çipli Dow Jones endüstriyel ortalaması. DJI, daha önce yüzde 1'den fazla değer kaybettikten sonra 86.56 puan veya yüzde 0.94 düşerek 9.109.99'a geriledi."
2.25,0.5185689,"Peace Rules, Louisiana Derbisi'nde Funny Cide'yi yendi.",Ama ne o ne de Barış Kuralları Funny Cide'nin uzaklaşmasından alıkoyamadı.
3.0,0.60369766,"Boeing'den yapılan açıklamada, nihai anlaşmanın önümüzdeki birkaç hafta içinde imzalanmasının beklendiği belirtildi.","Boeing sözcüsü Bob Saling, Korean Air anlaşmasının ""önümüzdeki birkaç hafta içinde"" sonuçlanmasının beklendiğini söyledi."
3.667,0.9178653,EDS hisseleri Perşembe günü 6 sent kazançla 18.51 dolardan kapandı.,EDS hisseleri Perşembe gününü New York Borsası'nda 6 sent yükselerek 18.51 dolardan kapattı.
3.6,0.89218855,"Bölünmüş bir Yüksek Mahkeme Pazartesi günü, Kongre'nin ülkedeki halk kütüphanelerini bilgisayarları pornografi karşıtı filtrelerle donatmaya zorlayabilir.","Yüksek Mahkeme Pazartesi günü yaptığı açıklamada, hükümetin halk kütüphanelerinin bilgisayarları pornografi karşıtı filtrelerle donatmasını gerektirebileceğini belirterek, kütüphanecilerin yasanın sansür anlamına gelen şikayetlerini reddetti."
3.8,0.578946,"Zayıflık, VBA'nın belge bir konak uygulaması tarafından açıldığında geçirilen belgelerin özelliklerine bakma biçiminde bulunur.","Güvenlik açığı, Microsoft'un Visual Basic for Applications'ın belge açıldığında içine geçirilen belge özelliklerini denetleyerek meydana gelen biçiminde bulunmaktadır."
3.4,0.84224874,"Telefonla yapılan 24 milyon oydan yüzde 50,28'i Studdard'a aitti ve bu da onu Aiken'in 130.000 oy önünde tutuyordu.","Kullanılan 24 milyon telefon oyu arasında Studdard, Aiken'in sadece 130.000 oy önündeydi."
3.4,0.874246,Tüketicilerin yine de sete takmak için kablo operatörlerinden bir descrambling güvenlik kartı alması gerekir.,"Ödemeli televizyon izlemek için, tüketiciler sete kablo hizmetleri tarafından sağlanan bir güvenlik kartı takarlar."
3.8,0.9519749,"Bununla birlikte, Avrupa konsorsiyumun motorunu en iyi genel çözüm olarak ve yapılan önemli fiyat çabaları nedeniyle seçmeye karar verdik"".","Bununla birlikte, genel olarak en iyi çözüm olarak Avrupa konsorsiyumun motorunu seçmeye karar verdik."""
2.8,0.91841555,"Gıda ve İlaç İdaresi, ImClone'un 2001'de Erbitux'yu satmak için yaptığı başvuruyu, kötü araştırmalar gerekçe göstererek reddetti.","ABD Gıda ve İlaç İdaresi, ImClone'un ilk başvurusunu Aralık 2001'de, davanın özensizce yürütüldüğünü söyleyerek reddetti."
3.75,0.75498956,"Eleştirenler, yasanın sivil özgürlükleri ihlal ettiğini söylüyor, bir şey de Meclis Yargı Komitesi Başkanı James Sensenbrenner, R-Wis.","Temsilciler Meclisi Yargı Komitesi Başkanı James Sensenbrenner, R-Wis."
4.4,0.95637906,"Dodgers, Çarşamba günü Dodger Stadyumu'nda 25.332 kişilik bir kalabalığın önünde Colorado'yu 3-2 yenerek 2001'den bu yana en uzun galibiyet serisini üst üste altıncı maçını kazandı.","Dodgers, Çarşamba günü Dodger Stadyumu'nda 25.332 kişilik bir kalabalığın önünde Colorado'yu 3-2 yenerken üst üste altıncı ve son dokuz maçında yedinci galibiyetini aldı."
3.75,0.7508776,"Bu eyaletteki yetkililer, şimdiye kadar Pennsylvania, Ohio, Michigan, Illinois ve Indiana'yı aradıklarını söyledi.","Şimdiye kadar yetkililer Pennsylvania, Ohio, Indiana ve Michigan'daki bölgeleri de aradılar."
2.75,0.9718882,"30 yıllık US30YT=RR tahvili 31/32 sıkılaşarak verimini yüzde 4,22'den yüzde 4,16'ya -bir diğer rekor düşük- çıkardı.",30 yıllık tahvil <US30YT=RR> 24/32 sıkılaşarak yüzde 4.16 ile bir rekor daha düşük seviyeye ulaştıktan sonra verimini yüzde 4.18'e çekti.
3.8,0.8934214,"Lay, belgeleri teslim etmenin kendi kendini suçlamaya karşı Beşinci Değişiklik haklarının ihlali olacağını savunmuştu.","Lay, kendini suçlamaya karşı Beşinci Değişiklik hakkını öne süreerek belgeleri teslim etmeyi reddetmişti."
3.2,0.9167657,"Strayhorn, Teksas tarihinde ilk kez bir müfettişin ödenek yasasını onaylamadığını söyledi.","Perşembe günü yaptığı bir basın açıklamasında Strayhorn, bunun ilk defa bir müfettişin bütçeyi reddettiğini söyledi."
3.8,0.7901441,"Suçlamalar hariç, analistler ortalama olarak hisse başına 11 sentlik bir kayıp bekliyorlar.",Thomson Financial First Call'un anketine katılan analistlerin devam eden operasyonlardan hisse başına yaklaşık 11 sentlik bir kayıp beklemeleri bekleniyordu.
4.8,0.91332036,"Güvenlik uzmanları, yeni bir toplu posta solucanın Internet'te yaygın olarak yayıldığı ve bazen Microsoft kurucusundan e-posta gibi davrandığı konusunda uyarıyor.","Antivirüs satıcıları Pazartesi günü yaptıkları açıklamada, yeni bir solucanın İnternet'te hızla yayıldığını ve bazen Microsoft Yönetim Kurulu Başkanı Bill Gates'ten gelen bir e-posta gibi davrandığını söyledi."
4.0,0.94789296,"Bay Sahel, polisin Cumartesi günü neredeyse eş zamanlı beş saldırıyı gerçekleştirdiğine inanılan 14 kişilik hücreden yedisinin cesedini teşhis ettiğini söyledi.","Yetkili, polisin Cuma gecesi neredeyse eş zamanlı beş baskın düzenleyen 14 bombacıdan yedisinin cesedini tespit ettiğini söyledi."
1.4,0.70702296,"Artık yalnızca New Jersey, öğrenci izinlerinin veya ara lisans sahiplerinin sürüş sırasında cep telefonu, çağrı cihazı veya diğer kablosuz cihazları kullanmasını yasaklar.","Buna ek olarak, NTSB NHTSA'ya, öğrenci izinleri ve ara lisans sahiplerinin sürüş sırasında cep telefonu kullanmasını yasaklamak için devlet mevzuatının yürürlüğe konmasını da tavsiye etti."
4.2,0.94259316,"Michigan Üniversitesi, ABD Yüksek Mahkemesi'nin Haziran ayında daha önce lisans öğrencileri kabul ediş şeklini yıkmasının ardından bugün yeni bir kabul politikası yayınladı.","Michigan Üniversitesi, kabul şartlarının Haziran ayında ABD Yüksek Mahkemesi tarafından reddedilmesinin ardından Perşembe günü yeni bir lisans kabul politikası yayınlamayı planlıyor."
1.8,0.83222187,"Arap El Cezire televizyon kanalı tarafından geçen hafta yayınlanan ses kaydı, saldırıları kışkırtma çabası gibi görünüyor.","Arap el-Cezire televizyon kanalı tarafından geçen hafta yayınlanan bir ses kaydı, Saddam'ın savaştan sağ kurtulduğına dair şimdiye kadarki en güçlü kanıt olabilir."
2.0,0.42104322,"Şirket, değiştirme ve onarım masraflarını detaylandırmadı.","Ancak şirket yetkilileri, yeni çalışmanın maliyetlerinin milyonlarca dolara mal olmasını bekliyor."
2.6,0.84509015,"Dean, 10 şehirlik ""Uykusuz Yaz"" turunda seyahat eden gazetecilere, Teksas'ta kampanyayı bir meydan okuma olarak gördüğünü söyledi.","Dean bugün Chicago ve New York'ta dört günlük, 10 şehirlik ""Uykusuz Yaz"" turnesini sona erdiriyor."
3.25,0.98409593,"""Rosie ile çok fazla aynı fikirde olmazsam işimi kaybedeceğimi hissettim"", dedi.","Cavender şöyle dedi: ""Rosie ile çok fazla aynı fikirde olmazsam işimi kaybedeceğimi hissettim."""
3.75,0.8324935,"Amerika'nın kararı, hareketi ""yasal olarak yersiz, ekonomik açıdan temelsiz ve siyasi açıdan yararsız"" olarak nitelendiren Avrupa Komisyonu'nun kızgın tepkisine neden oldu.","AB'nin güçlü yürütme organı olan Avrupa Komisyonu hareketi ""yasal olarak yersiz, ekonomik açıdan temelsiz ve siyasi açıdan yararsız"" olarak nitelendirdi."
4.25,0.7418206,"Bayan Cripps-Prawak geçen Cuma günü, departmanın tıbbi marihuanayı doktorların ofisleri aracılığıyla dağıtma planını sunmuştan iki gün sonra ayrıldı.","Tıbbi Erişim Ofisi Müdürü Cindy Cripps-Prawak, departmanın marihuanayı doktorların ofisleri aracılığıyla dağıtma planını sunmasının ardından işinden ayrıldı."
4.75,0.9003057,"Morgenthau, 2001 ve 2002 yıllarında Beacon Hill'in 40 hesabından sadece dördünün havalelerinin toplam 3,2 milyar dolardan fazla olduğunu söyledi.","Morgenthau, Beacon Hill'de açılan 40 hesabın dördünden yapılan havalelerin 2001'den 2002'ye kadar toplam 3,2 milyar dolardan fazla olduğunu söyledi."
3.25,0.6062204,"Geçen yıl, Demokratların vali adaylığı için başarısız bir teklifte bulundu.","Geçen yıl Teksas valiliği için Demokratların adaylığı için yarıştı, ancak ön seçimleri multimilyoner Tony Sanchez'e kaybetti."
3.75,0.787659,"Ülkenin en büyük perakendecisi, en büyük 100 tedarikçisine 25 Ocak 2005'e kadar tüm mal paletlerinde elektronik etiketler kullanmaya başlamaları gerektiğini söyledi.","Wal-Mart, ilk 100 tedarikçisine, 25 Ocak 2005'e kadar tedarik zinciri aracılığıyla mal paletlerini izlemek için radyo frekanslı kimlik sistemlerine sahip olmaları gerektiğini söyledi."
3.25,0.4039961,Boynundaki röntgenler için hastaneye götürüldü.,"Harvey, negatif çıkan boyun röntgenleri için St. Luke Hastanesi'ne götürüldü."
5.0,0.95418537,Tasarıya göre böyle bir kürtaj yaptıran bir kadın yargılanamayacakmış.,Böyle bir kürtaj yapılan bir kadın tasarı kapsamında yargılanamadı.
2.0,0.46197382,Meclis'te 103 Demokrat ve 47 Cumhuriyetçi var.,Cumhuriyetçiler Senato'yu kontrol ederken Demokratlar Meclis'e hükmediyor.
4.2,0.9433898,"Schwarzenegger kongredeki Cumhuriyetçilerle görüşmesi sonrasında yaptığı açıklamada, ""Washington'a temelde ilişkiler kurmak ve Kaliforniya'ya daha fazla federal para aldığımızdan emin olmak için geldim."" dedi.","Schwarzenegger bir toplantıdan sonra yaptığı açıklamada, ""Washington'a temelde ilişkiler kurmak ve daha fazla federal para aldığımızdan emin olmak için geldim."" dedi."
3.4,0.7327906,İşgücü piyasalarının son anlık görüntüsü ekonomistlerin beklediğinden biraz daha iyiydi; geçen hafta için 410.000'den aşağı düşülmemesi için tahminde bulunuyorlardı.,"İş piyasasındaki sorunlara rağmen, işgücü piyasalarının son anlık görüntüsü ekonomistlerin beklediğinden biraz daha iyiydi."
3.0,0.76527685,"27 yaşındaki Chante Jawan Mallard, birinci dereceden cinayetle suçlanarak Pazartesi günü mahkemeye çıktı.",27 yaşındaki Chante Jawaon Mallard cinayet ve delillerle oynamakla suçlanıyor.
2.75,0.87550616,"Linda Saunders federal mahkemede gasp, kara para aklama ve komplo da dahil olmak üzere altı suçlamayı kabul etti.",Eski Phipps yardımcıları Linda Saunders ve Bobby McLamb gasp da dahil olmak üzere federal suçlamaları kabul ettiler.
2.6,0.92589176,Vivendi hisseleri Paris'te yüzde 3.8 artışla 15.78 eurodan kapandı.,Vivendi hisseleri Paris'te Tsİ 08.41'de 15.62 eurodan yüzde 0.3 yükseldi.
3.4,0.7922433,"Microsoft, serbestçe dağıtılan Linux yazılımını satışları için en büyük tehditlerden biri olarak tanımladı.","Şirket, Linux'u en büyük rekabet tehditlerinden biri olarak tanımladı."
3.6,0.7649614,"Şu anda grubun Latin Amerika ve Karayipler operasyonlarının direktörü olan 58 yaşındaki Antonio Monteiro de Castro, aynı tarihten itibaren operasyon şefi olacak.","BAT ayrıca, Latin Amerika ve Karayipler direktörü Antonio Monteiro de Castro'nun 1 Ocak 2004'te operasyon şefi olacağını söyledi."
3.6,0.7125959,"Örgüt, ""Spin ve manipülatif halkla ilişkiler ve propaganda çözüm değil."" dedi.","Raporda, ""spin"" ve manipülatif halkla ilişkilerin ""çözüm olmadığı"", ancak tartışmanın da önüne geçmediği de eklendi."
4.8,0.91085243,"Seriyle bağlantılı bir başka çatışma da 11 Kasım'da Obetz'deki Hamilton Merkez İlkokulu'nda, otoyola yaklaşık 3 kilometre mesafede meydana geldi.","Seriyle bağlantılı son silahlı saldırı, 11 Kasım'da Obetz'deki Hamilton Township İlköğretim Okulu'nda, otoyoldan yaklaşık 3 km uzakta gerçekleşen bir silahlı saldırıydı."
4.0,0.84380704,"Salı günü, merkez bankası beklendiği gibi faiz oranlarını sabit bıraktı, ancak genel risklerin zayıflığa doğru ağırlıklandığını da açıkladı ve deflasyon riskleri konusunda uyardı.","Merkez bankasının politika kurulu, genel risklerin zayıflığa doğru ağırlık verdiğini bildirerek, oranları şimdilik beklendiği gibi sabit bıraktı, ancak piyasayı şaşırttı."
3.4,0.81288207,"Dört Kuzey Koreli gazetecinin, Kuzey'deki insan hakları ihlallerini ana medya merkezinin önünde protesto eden bir düzine Güney Koreli aktivistle karşı karşıya gelmesi üzerine çatışmalar patlak verdi.",En az dört Kuzey Koreli muhabir Taegu medya merkezinden kuzeydeki insan hakları ihlallerini protesto eden bir düzine eylemciyle yüzleşmek için acele edince sorun çıktı.
2.4,0.38516235,Dusty bir yıldan fazla bir süredir böbrek kanseriyle savaşmıştı.,Dusty 2001 yılında kanser nedeniyle ameliyat oldu ve böbreğini aldırdı.
